stamp,M0,M1,M2,M3,M4
2018-04-08 20:00:00,6299.7227,6299.9487,6299.643,6299.787,6299.896
2018-04-08 20:10:00,6299.7197,6300.48,6300.716,,6300.0537
2018-04-08 20:20:00,1728.5431,1367.8947,2148.3906,1851.342,1489.7783
2018-04-08 20:30:00,6300.7695,6300.3364,6299.0854,6300.274,6298.4424
2018-04-08 20:40:00,60.59812,48.670734,31.755295,47.401356,43.295383
2018-04-08 20:50:00,1657.7806,1645.6332,1441.1097,1497.5065,1544.5367
2018-04-08 21:00:00,,5929.8223,5803.6245,5952.135,6300.0654
2018-04-08 21:10:00,-37.88794,-34.126095,-31.760677,-39.219196,-36.18117
2018-04-08 21:20:00,1252.2198,1243.8093,,,1468.0905
2018-04-08 21:30:00,4584.8604,4014.0542,3820.1948,3544.6252,3656.288
2018-04-08 21:40:00,5986.7197,5976.1763,4434.749,5667.499,5507.2393
2018-04-08 21:50:00,,,,,
2018-04-08 22:00:00,-44.56642,-47.053543,-53.12375,-51.248066,-50.997437
2018-04-08 22:10:00,2511.5818,3894.8333,3091.1887,5049.8354,
2018-04-08 22:20:00,995.31775,1070.9211,1058.8049,1084.9955,1075.9342
2018-04-08 22:30:00,20.8379,38.733727,168.68822,68.49141,58.3502
2018-04-08 22:40:00,,,-44.800587,-47.535103,-33.09888
2018-04-08 22:50:00,,,,,
2018-04-08 23:00:00,4670.2573,4247.182,4078.576,4856.5425,5279.6953
2018-04-08 23:10:00,493.02435,542.5027,416.57462,575.1395,598.24054
2018-04-08 23:20:00,813.9089,769.20746,729.5076,748.1237,716.4039
2018-04-08 23:30:00,3347.8982,6000.316,5978.5454,5996.393,5999.5884
2018-04-08 23:40:00,5565.834,4730.095,5082.137,5338.2876,4948.4194
2018-04-08 23:50:00,442.3286,371.10205,348.5778,332.2265,247.46783
2018-04-09 00:00:00,,,2323.2744,2160.009,1983.0148
2018-04-09 00:10:00,1825.4879,1705.5055,1611.362,1542.4636,1588.293
2018-04-09 00:20:00,-41.88571,-35.56661,-41.130844,-37.939243,-37.679142
2018-04-09 00:30:00,6302.12,6299.6143,6297.6855,6300.084,6300.2695
2018-04-09 00:40:00,6299.9604,6301.95,6302.539,6278.9155,6299.099
2018-04-09 00:50:00,380.9458,573.027,492.36102,875.1451,1316.8541
2018-04-09 01:00:00,5848.277,5943.3887,5974.5635,,
2018-04-09 01:10:00,,,,,
2018-04-09 01:20:00,6300.439,6297.917,6295.338,,6299.498
2018-04-09 01:30:00,643.2343,670.16364,354.82513,179.38498,260.13046
2018-04-09 01:40:00,187.47884,357.97775,103.11815,212.08455,168.01413
2018-04-09 01:50:00,1120.8577,1051.1602,1024.9984,952.9366,898.95105
2018-04-09 02:00:00,844.57385,837.23975,813.34033,985.5788,989.44934
2018-04-09 02:10:00,6293.9883,6299.5923,6301.051,6297.8804,6299.2095
2018-04-09 02:20:00,3304.5886,3492.0198,3089.8113,2813.3135,
2018-04-09 02:30:00,1267.3844,1152.2627,1111.5869,950.92505,
2018-04-09 02:40:00,6297.18,6298.7036,6301.0225,6299.607,
2018-04-09 02:50:00,,,2325.2373,2744.9568,3138.2456
2018-04-09 03:00:00,,,977.47546,993.7326,1018.6993
2018-04-09 03:10:00,,,,,
2018-04-09 03:20:00,4700.2773,4660.9067,4455.895,5860.45,
2018-04-09 03:30:00,6123.2886,5981.3853,6295.233,6297.9263,
2018-04-09 03:40:00,983.82764,1229.8716,1746.8271,2148.7,2394.6206
2018-04-09 03:50:00,5972.3267,5927.461,5294.9624,5733.235,5830.372
2018-04-09 04:00:00,2515.7124,2546.5386,2537.7874,2296.103,2045.4512
2018-04-09 04:10:00,5998.4756,5998.212,5999.2607,5998.1084,5965.7944
2018-04-09 04:20:00,6298.427,6297.3516,6298.9863,6299.134,6298.971
2018-04-09 04:30:00,-21.533606,-35.130234,,-43.741364,-37.811462
2018-04-09 04:40:00,6299.576,6300.8354,6300.3335,6299.5513,6300.537
2018-04-09 04:50:00,6301.7617,6303.697,6300.981,6299.846,6299.5557
2018-04-09 05:00:00,,,6302.057,,6298.6367
2018-04-09 05:10:00,,,,,
2018-04-09 05:20:00,,,6300.855,,6298.709
2018-04-09 05:30:00,100.85923,441.0979,270.99963,222.05907,278.72296
2018-04-09 05:40:00,5662.8086,5458.491,5438.8413,5521.4473,
2018-04-09 05:50:00,-53.74931,-52.656437,-53.029324,-54.62124,-50.977074
2018-04-09 06:00:00,314.2799,371.21707,161.1466,358.24817,
2018-04-09 06:10:00,1140.804,1198.3776,1334.4038,1436.6113,1300.2257
2018-04-09 06:20:00,6299.9233,6299.1353,,,6300.974
2018-04-09 06:30:00,940.37415,616.607,967.6618,754.8007,1007.46326
2018-04-09 06:40:00,190.91882,291.28558,269.37012,275.65082,400.70816
2018-04-09 06:50:00,6096.796,6216.5073,6302.2417,,6146.338
2018-04-09 07:00:00,1512.7712,1789.0178,1869.0226,2211.6833,2588.6553
2018-04-09 07:10:00,6301.341,6298.024,6300.033,6299.129,6301.0513
2018-04-09 07:20:00,3134.7544,3780.8887,4347.946,5272.7324,4115.768
2018-04-09 07:30:00,613.72504,518.65564,480.72525,537.3906,441.19766
2018-04-09 07:40:00,328.62454,247.1665,261.26294,502.61005,333.6143
2018-04-09 07:50:00,,,5744.8022,5779.7153,5972.8223
2018-04-09 08:00:00,1696.5043,1663.4264,1623.1357,1388.935,1334.9034
2018-04-09 08:10:00,3126.96,1898.3342,2287.1719,2460.642,2761.8486
2018-04-09 08:20:00,,,,,
2018-04-09 08:30:00,298.25516,455.13385,220.61928,273.61798,744.12427
2018-04-09 08:40:00,1013.0618,1021.729,,,602.3023
2018-04-09 08:50:00,960.6604,725.9638,1040.1917,1213.5156,1049.316
2018-04-09 09:00:00,6262.733,6296.858,6301.672,6296.929,6301.7407
2018-04-09 09:10:00,217.05399,178.49394,378.66113,105.3785,154.4452
2018-04-09 09:20:00,2241.7773,2169.5532,2148.919,2125.9993,2064.451
2018-04-09 09:30:00,965.74866,1734.9417,1696.5687,1620.3542,1474.932
2018-04-09 09:40:00,6155.3433,6298.8354,6235.3315,6159.6245,6159.1997
2018-04-09 09:50:00,920.29614,1013.01483,687.66254,934.4659,805.7559
2018-04-09 10:00:00,,,-40.452557,-40.959217,-37.95778
2018-04-09 10:10:00,3468.7078,3693.4114,3678.6274,3044.1992,2767.9497
2018-04-09 10:20:00,3740.6753,3634.3706,3148.8494,3529.028,3193.58
2018-04-09 10:30:00,6289.3687,6305.3,6298.01,6298.8804,6300.9087
2018-04-09 10:40:00,2062.08,2121.155,2173.2026,2010.6299,2048.916
2018-04-09 10:50:00,5981.363,5985.522,5991.7334,5978.471,6022.2363
2018-04-09 11:00:00,895.62634,932.9846,875.97986,917.0804,1137.4175
2018-04-09 11:10:00,2370.3096,1298.5541,1189.3228,974.6975,
2018-04-09 11:20:00,6297.32,6299.0884,6298.7686,6298.3706,6299.1323
2018-04-09 11:30:00,6299.8354,6299.423,6299.123,,5999.7856
2018-04-09 11:40:00,2136.5674,2291.6604,2306.0112,2328.9717,1969.8057
2018-04-09 11:50:00,5691.0513,5302.3364,3093.961,2968.0117,3544.5525
2018-04-09 12:00:00,49.254604,52.3544,290.9256,391.54233,304.252
2018-04-09 12:10:00,,,,,
2018-04-09 12:20:00,,,,,
2018-04-09 12:30:00,,,251.97527,377.13043,-46.804474
2018-04-09 12:40:00,1809.2738,1613.121,1558.0372,1559.6667,1691.6143
2018-04-09 12:50:00,5126.484,5217.9434,4534.9727,4819.9023,4536.6543
2018-04-09 13:00:00,5705.3525,5907.477,5996.6465,5985.247,5983.4106
2018-04-09 13:10:00,1968.2631,920.7067,1153.0231,801.3071,1313.5461
2018-04-09 13:20:00,4540.6816,4138.903,4536.9775,,3849.3088
2018-04-09 13:30:00,191.28044,203.05095,194.90152,138.78828,93.01884
2018-04-09 13:40:00,5863.0605,5926.726,5993.753,5996.777,
2018-04-09 13:50:00,2252.1174,2422.9182,2234.015,1993.9365,
2018-04-09 14:00:00,968.7196,930.1946,827.4278,270.29086,
2018-04-09 14:10:00,14.83204,74.28648,118.088295,287.5426,134.2809
2018-04-09 14:20:00,6195.5903,6087.252,6041.461,6140.4395,6284.222
2018-04-09 14:30:00,,,,,
2018-04-09 14:40:00,5197.2,5665.392,6029.9424,6145.857,6300.0146
2018-04-09 14:50:00,253.67007,61.875675,78.19391,147.15886,153.21437
2018-04-09 15:00:00,1000.4675,857.1588,1195.411,1334.0928,1910.3046
2018-04-09 15:10:00,764.43585,837.356,838.52594,898.2538,842.123
2018-04-09 15:20:00,,,-33.843555,-34.29583,-34.213688
2018-04-09 15:30:00,6300.2515,6300.738,6301.6836,6302.0493,6301.396
2018-04-09 15:40:00,,,1977.9272,1821.5205,1775.6833
2018-04-09 15:50:00,-41.568073,-36.293873,-49.588463,-46.7571,-33.4027
2018-04-09 16:00:00,-52.012287,,-56.396584,-49.82778,-49.538143
2018-04-09 16:10:00,2647.2036,2731.1748,2880.5667,2939.841,3028.7053
2018-04-09 16:20:00,5523.8643,5530.926,,,5134.8877
2018-04-09 16:30:00,2643.529,2751.164,2660.1362,2564.6543,2712.0852
2018-04-09 16:40:00,846.98956,721.0811,628.6481,1063.7451,947.32513
2018-04-09 16:50:00,,,,,
2018-04-09 17:00:00,,,,,
2018-04-09 17:10:00,5532.057,3448.4187,4791.624,5213.031,5009.6333
2018-04-09 17:20:00,49.951187,-38.452885,-39.197063,-39.113644,-38.296455
2018-04-09 17:30:00,2794.591,2772.76,2735.3865,2730.575,2673.3381
2018-04-09 17:40:00,431.19357,325.62634,385.84775,272.4713,458.15942
2018-04-09 17:50:00,-56.13768,-39.19558,-41.657417,52.633266,-39.73677
2018-04-09 18:00:00,5996.116,6124.3267,6108.926,6155.6167,6134.793
2018-04-09 18:10:00,5995.6626,6056.9233,5987.9414,6046.244,5998.736
2018-04-09 18:20:00,487.30194,527.437,391.65295,374.48846,420.527
2018-04-09 18:30:00,1004.5559,992.4346,1026.694,952.88544,835.1559
2018-04-09 18:40:00,2571.171,1841.6993,2125.3638,2603.253,2129.5144
2018-04-09 18:50:00,5998.548,6035.857,6126.114,6165.9297,6114.455
2018-04-09 19:00:00,2292.931,2080.946,2276.047,2452.8535,2550.9182
2018-04-09 19:10:00,5999.153,5999.781,5147.106,5842.4893,5685.0815
2018-04-09 19:20:00,1149.094,1190.07,933.65765,1356.2561,1670.3387
2018-04-09 19:30:00,2248.3525,1917.8484,1384.0303,1849.8644,1777.25
2018-04-09 19:40:00,6300.849,6301.0723,6301.146,6301.3335,6300.2197
2018-04-09 19:50:00,6289.5024,6303.4595,6303.627,6297.773,6297.1885
2018-04-09 20:00:00,6299.5063,6302.537,6300.5205,6300.1475,6300.881
2018-04-09 20:10:00,5917.533,5835.616,5800.275,4668.2427,5792.6704
2018-04-09 20:20:00,1693.0365,2024.0195,1021.0361,1253.0787,1294.3405
2018-04-09 20:30:00,505.9731,425.0849,451.20703,525.10254,593.2763
2018-04-09 20:40:00,3901.588,3933.5083,3728.6675,3985.5366,3831.33
2018-04-09 20:50:00,,,3392.7764,3052.0012,2806.162
2018-04-09 21:00:00,,,,,
2018-04-09 21:10:00,,,,,
2018-04-09 21:20:00,,,,,
2018-04-09 21:30:00,1375.819,1270.5894,1313.1848,1317.1458,1122.9592
2018-04-09 21:40:00,6297.0864,5806.896,6300.005,6298.6562,
2018-04-09 21:50:00,4580.382,3585.1467,3817.3916,3482.1184,
2018-04-09 22:00:00,640.7062,631.00665,486.76584,436.45154,408.28403
2018-04-09 22:10:00,3471.2544,3204.903,2763.4968,2620.0962,2316.2122
2018-04-09 22:20:00,6299.528,6299.8037,6299.3447,,6301.2563
2018-04-09 22:30:00,6299.835,6232.358,5849.3867,6246.0767,6181.452
2018-04-09 22:40:00,-56.566315,-44.77996,,-47.7348,
2018-04-09 22:50:00,196.30457,130.54196,184.7896,85.35655,80.34065
2018-04-09 23:00:00,2611.9,5683.163,4243.252,4440.4146,4095.4692
2018-04-09 23:10:00,5047.77,5025.1743,2142.1152,3238.001,2599.6277
2018-04-09 23:20:00,,,6300.816,,6299.7124
2018-04-09 23:30:00,4373.743,3560.9868,3637.2407,4289.143,3979.1836
2018-04-09 23:40:00,5861.328,5491.4844,4505.139,5037.2905,
2018-04-09 23:50:00,1098.6936,1233.107,1685.2561,1901.0125,
2018-04-10 00:00:00,5998.8267,6071.131,6038.6895,6299.9834,6298.2544
2018-04-10 00:10:00,,,6001.833,6000.8833,6000.848
2018-04-10 00:20:00,6300.521,6300.275,6299.376,6301.7007,6299.1934
2018-04-10 00:30:00,328.2579,417.6384,467.06512,390.0721,507.22134
2018-04-10 00:40:00,2971.8457,3030.1328,2063.5088,2897.6821,2697.7485
2018-04-10 00:50:00,5952.619,5869.3647,6030.9614,5924.918,5869.287
2018-04-10 01:00:00,6239.919,6134.418,6059.1143,6162.7183,6046.954
2018-04-10 01:10:00,6224.302,6299.1377,6298.887,6298.7617,6299.261
2018-04-10 01:20:00,637.0467,904.5623,594.39557,483.57376,523.96075
2018-04-10 01:30:00,,,6300.022,,6299.953
2018-04-10 01:40:00,2052.1138,1541.3749,730.78876,1298.695,1238.0986
2018-04-10 01:50:00,,,,,
2018-04-10 02:00:00,5590.8257,5412.6177,2914.9849,4569.8247,3900.1133
2018-04-10 02:10:00,4883.6665,3506.4841,2347.088,2455.6145,3471.1328
2018-04-10 02:20:00,2195.4072,2161.522,1874.078,1717.2761,1520.5632
2018-04-10 02:30:00,6298.229,6298.238,6299.6255,6306.654,6297.7026
2018-04-10 02:40:00,1505.3524,1606.8912,1655.3173,1559.0193,1464.714
2018-04-10 02:50:00,5467.9033,4918.267,5768.738,5976.5195,
2018-04-10 03:00:00,2745.3271,2706.1582,2790.9502,2829.8242,2678.9072
2018-04-10 03:10:00,1755.6322,1892.9255,1891.9661,1846.3063,1839.1205
2018-04-10 03:20:00,1192.1891,1419.4922,1953.8805,1948.8641,
2018-04-10 03:30:00,408.22565,316.43546,286.4952,254.53363,296.36945
2018-04-10 03:40:00,350.74603,293.96048,218.33774,192.67624,157.25356
2018-04-10 03:50:00,175.9466,185.09195,235.18227,97.95187,40.139065
2018-04-10 04:00:00,5018.008,5032.9053,4824.575,4898.2754,5143.07
2018-04-10 04:10:00,1349.9247,1683.1359,1685.927,1698.192,1617.4363
2018-04-10 04:20:00,841.6646,1103.7283,1064.5383,1359.559,
2018-04-10 04:30:00,64.36449,147.24135,34.64406,203.84422,338.1667
2018-04-10 04:40:00,-37.695896,-39.39462,-38.283413,-39.610756,-37.61158
2018-04-10 04:50:00,2041.3942,1363.8239,1433.511,1631.9514,1370.3381
2018-04-10 05:00:00,6300.212,6296.9272,6300.5767,6300.091,6302.4985
2018-04-10 05:10:00,2278.1902,1795.4435,1756.5837,1766.1057,1787.8015
2018-04-10 05:20:00,2287.7117,2216.7666,2042.5018,2030.0538,2139.8567
2018-04-10 05:30:00,267.91895,356.49313,248.98747,323.59067,425.03253
2018-04-10 05:40:00,1418.1003,1293.3549,1109.232,1167.664,1190.0813
2018-04-10 05:50:00,516.1938,546.9249,769.3831,514.28186,435.73917
2018-04-10 06:00:00,1881.2788,1832.8177,1861.0671,1915.4979,1984.2788
2018-04-10 06:10:00,6296.001,6302.426,6299.939,,6298.98
2018-04-10 06:20:00,,,,,
2018-04-10 06:30:00,,,,,
2018-04-10 06:40:00,5858.4844,6181.683,6159.777,6237.057,6268.3
2018-04-10 06:50:00,6300.4204,6301.1016,6303.3613,6296.493,6301.7085
2018-04-10 07:00:00,,,4930.7812,4111.4053,2567.2817
2018-04-10 07:10:00,,,,,
2018-04-10 07:20:00,,,,,
2018-04-10 07:30:00,,,,,
2018-04-10 07:40:00,,,6298.6147,6298.46,6300.043
2018-04-10 07:50:00,,,910.64716,880.6345,823.3621
2018-04-10 08:00:00,,,173.16463,153.08582,172.92717
2018-04-10 08:10:00,4606.7554,4659.732,4539.608,4467.8867,4250.6436
2018-04-10 08:20:00,-38.669254,-31.557228,-33.75661,-35.761673,-35.467247
2018-04-10 08:30:00,-36.41457,-30.202578,-34.336433,-36.344296,
2018-04-10 08:40:00,,,652.41406,682.4652,676.11487
2018-04-10 08:50:00,1645.987,1713.8195,1804.5568,2024.9387,2041.1558
2018-04-10 09:00:00,-38.37072,-55.440037,-58.39863,-52.889523,-59.797802
2018-04-10 09:10:00,5765.6895,5317.612,5290.777,4752.347,4678.5767
2018-04-10 09:20:00,820.9155,355.7562,217.69862,272.61993,207.67558
2018-04-10 09:30:00,,,,,
2018-04-10 09:40:00,4621.014,3786.371,4224.4185,3892.6204,4067.2026
2018-04-10 09:50:00,3014.8318,1609.7491,1341.0349,1746.514,
2018-04-10 10:00:00,6301.0566,6257.5283,6296.451,6303.6475,6299.7607
2018-04-10 10:10:00,4615.38,,4685.9736,4020.779,3674.838
2018-04-10 10:20:00,,,,,
2018-04-10 10:30:00,,,2855.8328,2792.9502,2717.832
2018-04-10 10:40:00,2907.9097,2497.922,2168.3562,1807.8103,1605.3839
2018-04-10 10:50:00,2000.7046,1988.9988,1828.5284,1627.5698,1569.7429
2018-04-10 11:00:00,71.91692,11.134183,4.9429564,-51.92195,-71.21902
2018-04-10 11:10:00,3825.1775,4565.6626,4443.385,3541.528,4489.7583
2018-04-10 11:20:00,,,6300.083,,6299.8438
2018-04-10 11:30:00,1026.9158,985.8539,969.7247,947.8036,915.57043
2018-04-10 11:40:00,6298.999,6300.7134,6300.918,6298.995,
2018-04-10 11:50:00,6299.3545,6300.1255,6300.545,,
2018-04-10 12:00:00,-47.17402,,-33.447536,45.00966,
2018-04-10 12:10:00,6301.563,6299.665,6297.172,5999.602,6299.972
2018-04-10 12:20:00,193.95206,216.0185,209.09424,199.94379,217.43709
2018-04-10 12:30:00,-37.6793,-31.62779,-36.079685,-36.99375,
2018-04-10 12:40:00,624.20764,647.6943,620.47986,670.1887,637.4839
2018-04-10 12:50:00,,,,,
2018-04-10 13:00:00,5520.654,5628.263,5578.8857,5510.8813,5283.1177
2018-04-10 13:10:00,64.43163,153.71167,-55.729805,124.019485,60.855835
2018-04-10 13:20:00,4417.697,4994.0947,4797.6143,4785.809,5652.117
2018-04-10 13:30:00,370.37585,705.738,465.82806,253.06766,333.67102
2018-04-10 13:40:00,3644.4412,2594.9224,4463.244,4399.446,2403.3643
2018-04-10 13:50:00,,,,,
2018-04-10 14:00:00,1076.0343,1045.6565,1238.3735,1587.3436,942.9623
2018-04-10 14:10:00,688.39703,2847.599,2545.4578,2751.5122,
2018-04-10 14:20:00,,,6180.126,5663.449,5836.3213
2018-04-10 14:30:00,6221.2354,4732.2505,,,5831.6504
2018-04-10 14:40:00,1481.6926,642.6688,1097.9918,1243.1924,1183.2017
2018-04-10 14:50:00,350.95316,189.05188,181.58684,352.6409,90.69826
2018-04-10 15:00:00,873.8957,480.98166,1299.2092,920.0207,751.6113
2018-04-10 15:10:00,5309.743,3662.621,3417.7224,3942.1035,5266.633
2018-04-10 15:20:00,306.9083,203.60321,,170.55565,156.45752
2018-04-10 15:30:00,302.28506,216.12938,47.222378,79.94171,-27.199242
2018-04-10 15:40:00,3298.5469,2739.5703,2330.77,2715.0347,
2018-04-10 15:50:00,1060.9731,2191.5718,1570.8783,2610.9048,2270.0105
2018-04-10 16:00:00,,5994.838,5994.388,5984.8936,
2018-04-10 16:10:00,2160.0583,2416.9988,2532.561,2286.8982,2026.682
2018-04-10 16:20:00,6300.057,6299.309,6300.853,6299.1016,6301.764
2018-04-10 16:30:00,2948.2798,3190.8691,3130.8025,3184.1511,3025.8218
2018-04-10 16:40:00,5719.0034,4022.9075,2809.525,1991.1375,2128.2134
2018-04-10 16:50:00,,-53.544098,-53.694122,,-52.675495
2018-04-10 17:00:00,,,226.05457,236.63684,95.32717
2018-04-10 17:10:00,1042.9161,1117.9893,1178.5787,1182.7208,
2018-04-10 17:20:00,4312.376,4867.67,4912.6074,5225.0522,4547.394
2018-04-10 17:30:00,31.688335,44.787212,,,41.10648
2018-04-10 17:40:00,3186.2185,2820.412,2909.5798,3193.4866,3306.299
2018-04-10 17:50:00,4698.9688,2739.026,2755.6191,3107.5806,4196.9766
2018-04-10 18:00:00,6300.54,6299.0654,,6298.7827,6300.1206
2018-04-10 18:10:00,276.05682,229.35805,207.91173,288.57892,379.96146
2018-04-10 18:20:00,,,,,
2018-04-10 18:30:00,833.1434,605.324,1604.7428,806.77606,779.32153
2018-04-10 18:40:00,6300.2534,6300.923,6160.4805,,
2018-04-10 18:50:00,1748.0187,1822.6235,1949.5029,1883.8711,
2018-04-10 19:00:00,2473.5903,1836.367,2552.2651,2428.5312,1724.5096
2018-04-10 19:10:00,1210.2322,1245.8981,1347.828,,1540.7506
2018-04-10 19:20:00,96.93591,122.3556,139.62338,123.089485,172.67555
2018-04-10 19:30:00,,,,,
2018-04-10 19:40:00,,,1500.4889,1365.0804,1359.5161
2018-04-10 19:50:00,6160.2607,,,6287.469,6297.9663
2018-04-10 20:00:00,4981.4316,5190.748,4891.108,5153.6284,4720.1196
2018-04-10 20:10:00,5560.123,5869.8555,5856.7437,5803.1587,5743.112
2018-04-10 20:20:00,3813.706,3928.4207,4096.046,4239.6606,4080.5774
2018-04-10 20:30:00,5451.959,5682.079,3299.685,4224.6045,3674.167
2018-04-10 20:40:00,,,1522.1794,1233.6892,1066.5616
2018-04-10 20:50:00,1984.523,1338.0754,3430.6746,2580.8354,1702.8549
2018-04-10 21:00:00,5749.4824,5895.562,5718.4907,5812.4414,5724.7886
2018-04-10 21:10:00,3151.8052,3067.0342,3139.7556,2794.626,2858.2498
2018-04-10 21:20:00,6300.105,6289.1978,6001.04,,6300.298
2018-04-10 21:30:00,-40.561066,-37.46176,-37.79419,-37.33601,-37.275967
2018-04-10 21:40:00,6297.2783,6299.148,6299.86,6285.547,6224.4863
2018-04-10 21:50:00,88.08008,26.622871,-55.868557,31.8263,94.86626
2018-04-10 22:00:00,148.98962,351.11166,59.688793,84.36288,115.17396
2018-04-10 22:10:00,2891.6816,2556.887,2635.647,2636.43,2721.03
2018-04-10 22:20:00,1981.583,1926.0696,1864.1489,1292.3544,2057.738
2018-04-10 22:30:00,1114.9304,1082.469,1117.2654,1113.3214,1078.481
2018-04-10 22:40:00,6303.182,6298.54,6300.641,,6297.6377
2018-04-10 22:50:00,-54.73632,-52.63929,,-54.02111,
2018-04-10 23:00:00,228.91545,232.54234,254.61607,338.79474,279.80444
2018-04-10 23:10:00,1205.6902,1270.0214,1207.9423,1219.321,1183.8577
2018-04-10 23:20:00,6299.6377,6300.1655,6299.847,6301.4966,
2018-04-10 23:30:00,-54.492607,48.78179,27.985794,63.46606,42.95422
2018-04-10 23:40:00,2656.3855,2483.1687,2374.8972,2554.4812,2644.0894
2018-04-10 23:50:00,3.7054567,71.09925,33.415783,16.93612,393.807
2018-04-11 00:00:00,5517.6772,5118.972,4703.599,4430.0596,4162.079
2018-04-11 00:10:00,3018.0476,2923.8357,2921.468,2831.8994,2856.1152
2018-04-11 00:20:00,1432.5015,1052.9812,1808.554,1324.5463,
2018-04-11 00:30:00,4512.738,4253.7646,4825.298,3869.9573,3237.635
2018-04-11 00:40:00,6299.77,6299.681,6299.4204,6297.415,6299.5117
2018-04-11 00:50:00,4292.701,6003.4893,5976.0044,,6137.067
2018-04-11 01:00:00,446.75317,1246.0763,1224.5858,1290.6888,1249.7627
2018-04-11 01:10:00,653.1012,1271.7631,917.2678,1076.5868,816.75165
2018-04-11 01:20:00,298.29706,501.17496,124.132706,178.73032,113.49563
2018-04-11 01:30:00,-52.512592,-45.74526,,-48.35315,
2018-04-11 01:40:00,6001.5938,6000.187,6000.6904,5999.031,5999.317
2018-04-11 01:50:00,-41.12308,-45.61963,-37.920162,-47.527332,-48.3473
2018-04-11 02:00:00,3226.6104,2995.6907,2965.813,2821.5288,2908.614
2018-04-11 02:10:00,2366.149,2637.2876,2647.249,2803.8157,2775.1726
2018-04-11 02:20:00,6086.6016,6194.241,5284.681,5631.282,5721.6885
2018-04-11 02:30:00,6096.038,6210.437,6084.787,6103.2056,
2018-04-11 02:40:00,1949.8496,1146.8622,1137.7521,1788.5741,792.0683
2018-04-11 02:50:00,6292.8086,6156.1416,6301.4307,,6299.4746
2018-04-11 03:00:00,2038.4131,2032.3435,2148.8306,2147.9216,2052.8235
2018-04-11 03:10:00,6001.3604,5934.9756,5292.3477,5339.6206,5105.675
2018-04-11 03:20:00,2761.6125,2500.7056,2468.8066,2260.003,2012.294
2018-04-11 03:30:00,-55.08901,-39.61726,-41.291878,-41.128384,-40.33185
2018-04-11 03:40:00,135.39027,467.68387,375.20807,380.2715,315.92096
2018-04-11 03:50:00,625.08325,1927.7618,1740.7655,1602.5607,1483.4995
2018-04-11 04:00:00,499.48633,259.95047,112.87287,142.07845,
2018-04-11 04:10:00,1625.3458,1315.2826,1585.3761,1684.4767,
2018-04-11 04:20:00,1266.9581,1243.7806,1255.6573,,1271.2241
2018-04-11 04:30:00,6298.968,6296.625,6299.688,6299.6704,6299.6094
2018-04-11 04:40:00,6300.348,6297.613,6297.0083,,6299.418
2018-04-11 04:50:00,889.8195,992.30316,1177.8103,1299.8945,1477.3553
2018-04-11 05:00:00,2640.974,2917.9944,2333.5176,3343.2166,2822.441
2018-04-11 05:10:00,865.51324,1135.304,1231.7261,1306.6925,1298.9973
2018-04-11 05:20:00,6299.2954,6298.0806,6295.309,,6297.7603
2018-04-11 05:30:00,133.26476,135.71361,229.28009,303.09412,
2018-04-11 05:40:00,5998.9805,5998.0947,5541.417,5999.8984,5999.8857
2018-04-11 05:50:00,934.10333,659.13574,1196.2925,781.42316,1026.2633
2018-04-11 06:00:00,6299.0366,6299.3833,,6299.9365,6299.421
2018-04-11 06:10:00,,,,,
2018-04-11 06:20:00,6299.5195,6299.641,6299.259,,6297.5825
2018-04-11 06:30:00,6297.3384,6298.165,6299.1504,6299.1333,6298.711
2018-04-11 06:40:00,4889.6675,5436.5073,,,5104.131
2018-04-11 06:50:00,,,6300.949,,6299.975
2018-04-11 07:00:00,6270.435,6300.9,6303.2397,6208.5264,6085.6963
2018-04-11 07:10:00,1372.6636,1403.4437,1526.8378,1743.0646,1922.9241
2018-04-11 07:20:00,5146.3447,5825.4497,5926.719,5991.0566,5965.1006
2018-04-11 07:30:00,2571.81,2661.491,2483.0435,2543.7766,
2018-04-11 07:40:00,219.97202,161.25114,104.10848,,60.70953
2018-04-11 07:50:00,5825.5527,5988.982,5993.026,5995.849,5925.3384
2018-04-11 08:00:00,869.2396,991.52795,982.2193,1276.3086,1473.58
2018-04-11 08:10:00,5619.8096,2364.3262,2974.2217,5869.799,
2018-04-11 08:20:00,6301.491,6300.316,6300.2305,,6301.278
2018-04-11 08:30:00,4302.9365,3697.5073,,,4121.36
2018-04-11 08:40:00,5993.758,6000.3906,6000.181,6002.4375,5999.0215
2018-04-11 08:50:00,1435.9581,1009.9656,1941.0952,1624.3468,1054.0321
2018-04-11 09:00:00,6299.909,6297.2026,6300.08,6132.808,6234.828
2018-04-11 09:10:00,5746.124,3994.5579,5382.172,4714.034,
2018-04-11 09:20:00,1379.0336,1401.904,1076.3802,888.70056,803.70233
2018-04-11 09:30:00,,,,,
2018-04-11 09:40:00,-55.236713,-33.557884,-37.100216,-35.885117,-35.83883
2018-04-11 09:50:00,4825.327,3718.852,3367.3633,3415.6074,4437.1665
2018-04-11 10:00:00,6300.7437,6296.8115,6301.943,6301.1836,6299.1387
2018-04-11 10:10:00,866.92065,934.35254,923.7903,952.06036,887.69824
2018-04-11 10:20:00,3525.1665,3593.0964,3596.1772,3845.1548,3815.6155
2018-04-11 10:30:00,-51.644268,-51.727467,-51.319313,-50.47045,-50.115616
2018-04-11 10:40:00,,,5651.454,5304.916,5134.381
